,stack_id,file_path,file_name,uuid,study_id,pos_z,focus_height,add_date
0,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04561_X021_Y024_Z5214.jpg,I04561_X021_Y024_Z5214.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.521484,2021-11-09 12:44:16
1,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04563_X021_Y024_Z5283.jpg,I04563_X021_Y024_Z5283.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.52832,2021-11-09 12:44:16
2,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04564_X021_Y024_Z5351.jpg,I04564_X021_Y024_Z5351.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.535156,2021-11-09 12:44:16
3,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04566_X021_Y024_Z5419.jpg,I04566_X021_Y024_Z5419.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.541992,2021-11-09 12:44:16
4,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04568_X021_Y024_Z5488.jpg,I04568_X021_Y024_Z5488.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.548828,2021-11-09 12:44:16
5,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04570_X021_Y024_Z5556.jpg,I04570_X021_Y024_Z5556.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.555664,2021-11-09 12:44:16
6,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04569_X021_Y024_Z5625.jpg,I04569_X021_Y024_Z5625.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.5625,2021-11-09 12:44:16
7,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04567_X021_Y024_Z5693.jpg,I04567_X021_Y024_Z5693.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.569336,2021-11-09 12:44:16
8,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04565_X021_Y024_Z5761.jpg,I04565_X021_Y024_Z5761.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.576172,2021-11-09 12:44:16
9,1844119,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I04562_X021_Y024_Z5830.jpg,I04562_X021_Y024_Z5830.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.583008,2021-11-09 12:44:16
10,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01431_X018_Y010_Z5058.jpg,I01431_X018_Y010_Z5058.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.505859,2021-11-09 12:44:16
11,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01433_X018_Y010_Z5126.jpg,I01433_X018_Y010_Z5126.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.512695,2021-11-09 12:44:16
12,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01435_X018_Y010_Z5195.jpg,I01435_X018_Y010_Z5195.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.519531,2021-11-09 12:44:16
13,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01437_X018_Y010_Z5263.jpg,I01437_X018_Y010_Z5263.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.526367,2021-11-09 12:44:16
14,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01439_X018_Y010_Z5332.jpg,I01439_X018_Y010_Z5332.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.533203,2021-11-09 12:44:16
15,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01440_X018_Y010_Z5400.jpg,I01440_X018_Y010_Z5400.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.540039,2021-11-09 12:44:16
16,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01438_X018_Y010_Z5468.jpg,I01438_X018_Y010_Z5468.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.546875,2021-11-09 12:44:16
17,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01436_X018_Y010_Z5537.jpg,I01436_X018_Y010_Z5537.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.553711,2021-11-09 12:44:16
18,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01434_X018_Y010_Z5605.jpg,I01434_X018_Y010_Z5605.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.560547,2021-11-09 12:44:16
19,1842325,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01432_X018_Y010_Z5673.jpg,I01432_X018_Y010_Z5673.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.567383,2021-11-09 12:44:16
20,1842318,31/6ee6245c-6218-4e28-bd08-98bdd6d7e1fe/I01421_X019_Y010_Z5058.jpg,I01421_X019_Y010_Z5058.jpg,6ee6245c-6218-4e28-bd08-98bdd6d7e1fe,31,-6.008,0.505859,2021-11-09 12:44:16
