,stack_id,file_path,file_name,uuid,study_id,pos_z,focus_height,add_date
0,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05241_X013_Y027_Z5097.jpg,I05241_X013_Y027_Z5097.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.509766,2021-11-09 11:39:11
1,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05243_X013_Y027_Z5166.jpg,I05243_X013_Y027_Z5166.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.516602,2021-11-09 11:39:11
2,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05245_X013_Y027_Z5234.jpg,I05245_X013_Y027_Z5234.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.523438,2021-11-09 11:39:11
3,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05248_X013_Y027_Z5302.jpg,I05248_X013_Y027_Z5302.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.530273,2021-11-09 11:39:11
4,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05250_X013_Y027_Z5371.jpg,I05250_X013_Y027_Z5371.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.537109,2021-11-09 11:39:11
5,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05249_X013_Y027_Z5439.jpg,I05249_X013_Y027_Z5439.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.543945,2021-11-09 11:39:11
6,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05247_X013_Y027_Z5507.jpg,I05247_X013_Y027_Z5507.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.550781,2021-11-09 11:39:11
7,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05246_X013_Y027_Z5576.jpg,I05246_X013_Y027_Z5576.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.557617,2021-11-09 11:39:11
8,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05244_X013_Y027_Z5644.jpg,I05244_X013_Y027_Z5644.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.564453,2021-11-09 11:39:11
9,1836092,31/85f74332-13fc-435b-9eb2-67e584630194/I05242_X013_Y027_Z5712.jpg,I05242_X013_Y027_Z5712.jpg,85f74332-13fc-435b-9eb2-67e584630194,31,-5.717,0.571289,2021-11-09 11:39:11
10,1835777,31/48725c3f-b09b-49c2-b50f-4d0ff6cfd943/I00131_X011_Y002_Z4775.jpg,I00131_X011_Y002_Z4775.jpg,48725c3f-b09b-49c2-b50f-4d0ff6cfd943,31,-6.105,0.477539,2021-10-25 21:49:58
11,1835777,31/48725c3f-b09b-49c2-b50f-4d0ff6cfd943/I00132_X011_Y002_Z4912.jpg,I00132_X011_Y002_Z4912.jpg,48725c3f-b09b-49c2-b50f-4d0ff6cfd943,31,-6.105,0.491211,2021-10-25 21:49:58
12,1835777,31/48725c3f-b09b-49c2-b50f-4d0ff6cfd943/I00133_X011_Y002_Z4980.jpg,I00133_X011_Y002_Z4980.jpg,48725c3f-b09b-49c2-b50f-4d0ff6cfd943,31,-6.105,0.498047,2021-10-25 21:49:58
13,1835777,31/48725c3f-b09b-49c2-b50f-4d0ff6cfd943/I00135_X011_Y002_Z5048.jpg,I00135_X011_Y002_Z5048.jpg,48725c3f-b09b-49c2-b50f-4d0ff6cfd943,31,-6.105,0.504883,2021-10-25 21:49:58
14,1835777,31/48725c3f-b09b-49c2-b50f-4d0ff6cfd943/I00137_X011_Y002_Z5117.jpg,I00137_X011_Y002_Z5117.jpg,48725c3f-b09b-49c2-b50f-4d0ff6cfd943,31,-6.105,0.511719,2021-10-25 21:49:58
15,1835777,31/48725c3f-b09b-49c2-b50f-4d0ff6cfd943/I00139_X011_Y002_Z5185.jpg,I00139_X011_Y002_Z5185.jpg,48725c3f-b09b-49c2-b50f-4d0ff6cfd943,31,-6.105,0.518555,2021-10-25 21:49:58
