,stack_id,file_path,file_name,uuid,study_id,pos_z,focus_height,add_date
0,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06395_X020_Y031_Z4960.jpg,I06395_X020_Y031_Z4960.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.496094,2021-11-09 11:59:18
1,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06394_X020_Y031_Z5019.jpg,I06394_X020_Y031_Z5019.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.501953,2021-11-09 11:59:18
2,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06397_X020_Y031_Z5078.jpg,I06397_X020_Y031_Z5078.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.507812,2021-11-09 11:59:18
3,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06398_X020_Y031_Z5136.jpg,I06398_X020_Y031_Z5136.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.513672,2021-11-09 11:59:18
4,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06396_X020_Y031_Z5195.jpg,I06396_X020_Y031_Z5195.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.519531,2021-11-09 11:59:18
5,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06400_X020_Y031_Z5253.jpg,I06400_X020_Y031_Z5253.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.525391,2021-11-09 11:59:18
6,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06399_X020_Y031_Z5312.jpg,I06399_X020_Y031_Z5312.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.53125,2021-11-09 11:59:18
7,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06393_X020_Y031_Z5371.jpg,I06393_X020_Y031_Z5371.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.537109,2021-11-09 11:59:18
8,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06392_X020_Y031_Z5429.jpg,I06392_X020_Y031_Z5429.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.542969,2021-11-09 11:59:18
9,1887719,31/608f0ccf-73af-40ba-997b-5751ff89558a/I06391_X020_Y031_Z5488.jpg,I06391_X020_Y031_Z5488.jpg,608f0ccf-73af-40ba-997b-5751ff89558a,31,-5.818,0.548828,2021-11-09 11:59:18
10,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01142_X002_Y009_Z4775.jpg,I01142_X002_Y009_Z4775.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.477539,2021-11-09 12:23:16
11,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01141_X002_Y009_Z4843.jpg,I01141_X002_Y009_Z4843.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.484375,2021-11-09 12:23:16
12,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01144_X002_Y009_Z5048.jpg,I01144_X002_Y009_Z5048.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.504883,2021-11-09 12:23:16
13,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01146_X002_Y009_Z5117.jpg,I01146_X002_Y009_Z5117.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.511719,2021-11-09 12:23:16
14,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01148_X002_Y009_Z5185.jpg,I01148_X002_Y009_Z5185.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.518555,2021-11-09 12:23:16
15,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01150_X002_Y009_Z5253.jpg,I01150_X002_Y009_Z5253.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.525391,2021-11-09 12:23:16
16,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01149_X002_Y009_Z5322.jpg,I01149_X002_Y009_Z5322.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.532227,2021-11-09 12:23:16
17,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01147_X002_Y009_Z5390.jpg,I01147_X002_Y009_Z5390.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.539062,2021-11-09 12:23:16
18,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01145_X002_Y009_Z5458.jpg,I01145_X002_Y009_Z5458.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.545898,2021-11-09 12:23:16
19,1883808,31/55d950b3-e8d5-48b7-b7a7-30014f705007/I01143_X002_Y009_Z5527.jpg,I01143_X002_Y009_Z5527.jpg,55d950b3-e8d5-48b7-b7a7-30014f705007,31,-5.893,0.552734,2021-11-09 12:23:16
20,1883126,31/8d8eca31-ec30-46f9-899b-647eb45fe56e/I09411_X012_Y040_Z5292.jpg,I09411_X012_Y040_Z5292.jpg,8d8eca31-ec30-46f9-899b-647eb45fe56e,31,-5.987,0.529297,2021-11-09 15:03:17
21,1883126,31/8d8eca31-ec30-46f9-899b-647eb45fe56e/I09412_X012_Y040_Z5361.jpg,I09412_X012_Y040_Z5361.jpg,8d8eca31-ec30-46f9-899b-647eb45fe56e,31,-5.987,0.536133,2021-11-09 15:03:17
22,1883126,31/8d8eca31-ec30-46f9-899b-647eb45fe56e/I09414_X012_Y040_Z5429.jpg,I09414_X012_Y040_Z5429.jpg,8d8eca31-ec30-46f9-899b-647eb45fe56e,31,-5.987,0.542969,2021-11-09 15:03:17
23,1883126,31/8d8eca31-ec30-46f9-899b-647eb45fe56e/I09416_X012_Y040_Z5498.jpg,I09416_X012_Y040_Z5498.jpg,8d8eca31-ec30-46f9-899b-647eb45fe56e,31,-5.987,0.549805,2021-11-09 15:03:17
