,image_path,study_id,scan_uuid,original_filename,focus_height,stack_id,obj_name
0,31/9f2c7635-2a66-4920-8390-14def1814fd2/I06491_X014_Y035_Z5380_150_450.jpg,31,9f2c7635-2a66-4920-8390-14def1814fd2,I06491_X014_Y035_Z5380.jpg,0.005858999999999948,1823965,hookworm
1,31/75602595-167c-4758-8f96-e8ee5eb23fa0/I06049_X021_Y027_Z5810_0_300.jpg,31,75602595-167c-4758-8f96-e8ee5eb23fa0,I06049_X021_Y027_Z5810.jpg,0.006835999999999953,1875412,ascaris
2,31/24e67778-a3cc-4e20-8465-844265c7abef/I04276_X006_Y022_Z5615_900_150.jpg,31,24e67778-a3cc-4e20-8465-844265c7abef,I04276_X006_Y022_Z5615.jpg,0.027343000000000006,1856351,trichuris
3,31/fad9a193-ef62-4622-b009-932677c42ba1/I05866_X009_Y030_Z5068_150_450.jpg,31,fad9a193-ef62-4622-b009-932677c42ba1,I05866_X009_Y030_Z5068.jpg,-0.017578000000000094,1827915,hookworm
4,31/e8c169bc-4e4e-4388-8711-00a4d15d86fe/I03977_X009_Y021_Z5537_750_150.jpg,31,e8c169bc-4e4e-4388-8711-00a4d15d86fe,I03977_X009_Y021_Z5537.jpg,0.013671999999999906,1835495,hookworm
5,31/f5efcee9-3764-475c-9996-2ff4b95d2eaf/I00922_X017_Y007_Z5419_1050_0.jpg,31,f5efcee9-3764-475c-9996-2ff4b95d2eaf,I00922_X017_Y007_Z5419.jpg,0.027344000000000035,1806677,schistosoma
6,31/c2d0a644-3176-4ab3-b462-cbcd195656b0/I01583_X007_Y010_Z5058_150_150.jpg,31,c2d0a644-3176-4ab3-b462-cbcd195656b0,I01583_X007_Y010_Z5058.jpg,-0.02050800000000008,1862509,trichuris
7,31/e8c169bc-4e4e-4388-8711-00a4d15d86fe/I03522_X010_Y019_Z5166_600_0.jpg,31,e8c169bc-4e4e-4388-8711-00a4d15d86fe,I03522_X010_Y019_Z5166.jpg,-0.041015000000000024,1835193,hookworm
8,31/dbc96e9c-ada4-4908-8653-6459f94f6216/I05797_X016_Y030_Z5458_600_450.jpg,31,dbc96e9c-ada4-4908-8653-6459f94f6216,I05797_X016_Y030_Z5458.jpg,0.020506999999999942,1832294,schistosoma
9,31/5c3c8f7b-535e-4fb5-af7b-504201818184/I02359_X015_Y014_Z5576_600_450.jpg,31,5c3c8f7b-535e-4fb5-af7b-504201818184,I02359_X015_Y014_Z5576.jpg,-0.006835999999999953,1829929,hookworm
10,31/91d054a7-2bc1-4325-9750-d6dccd125b3b/I01873_X017_Y012_Z4960_450_0.jpg,31,91d054a7-2bc1-4325-9750-d6dccd125b3b,I01873_X017_Y012_Z4960.jpg,-0.017578000000000038,1850221,trichuris
11,31/bd3b8519-2e8e-437f-9713-baf8a1af3c2e/I05187_X010_Y026_Z5253_750_300.jpg,31,bd3b8519-2e8e-437f-9713-baf8a1af3c2e,I05187_X010_Y026_Z5253.jpg,-0.006835999999999953,1861126,trichuris
